,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
575,Iceyyy,RRQA,"['yoru', 'raze', 'jett']",769,0.93,211.6,0.97,67%,130.5,0.74,0.23,0.15,0.20,23%,10%
576,Raigard,SG,"['breach', 'kayo', 'sage']",2712,0.93,197.2,0.90,67%,125.3,0.68,0.30,0.11,0.12,22%,16%
577,Rinsat,AST,"['clove', 'iso', 'reyna']",234,0.93,207.6,0.96,64%,141.6,0.77,0.15,0.13,0.11,41%,17%
578,Eisberg,RRQ.K,"['sova', 'killjoy', 'cypher']",2810,0.93,167.6,0.89,74%,109.4,0.58,0.36,0.05,0.07,17%,18%
579,SeveN89,X10,"['viper', 'astra', 'omen']",506,0.93,182.4,0.88,72%,120.7,0.63,0.35,0.06,0.09,19%,16%
580,Nythan,TDK,"['chamber', 'skye', 'sage']",1493,0.93,186.1,0.88,69%,125.7,0.66,0.33,0.07,0.10,28%,15%
581,Sadge,FCY,"['phoenix', 'jett', 'raze']",1086,0.93,208.4,0.93,69%,133.2,0.71,0.25,0.10,0.12,23%,12%
582,Ash999,MEOW,"['reyna', 'clove', 'jett']",349,0.93,213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%
583,Goliathz,XTM,"['jett', 'skye', 'sage']",257,0.93,205.8,0.89,63%,131.2,0.71,0.30,0.15,0.18,24%,9%
584,kongared,SG,"['sage', 'omen', 'cypher']",7660,0.93,187.0,0.94,72%,121.5,0.66,0.30,0.07,0.08,26%,17%
585,Makaveli,DXE,"['harbor', 'raze', 'omen']",1290,0.93,182.8,0.93,69%,122.9,0.65,0.23,0.09,0.08,27%,16%
586,Blas,MLT,"['brimstone', 'omen', 'killjoy']",1011,0.93,183.7,0.90,68%,122.1,0.65,0.25,0.08,0.07,22%,12%
587,Drei,TLN,"['jett', 'raze', 'sova']",404,0.93,205.0,0.90,69%,133.0,0.69,0.24,0.13,0.11,17%,9%
588,Dragy,CNL,"['raze', 'reyna', 'kayo']",2147,0.93,200.2,0.87,68%,134.9,0.68,0.28,0.13,0.12,23%,13%
589,Sandra,QAD.GC,"['raze', 'jett', 'fade']",2584,0.93,195.0,0.95,69%,128.7,0.68,0.23,0.12,0.11,30%,13%
590,toggle,HB,"['raze', 'neon', 'jett']",1253,0.93,211.1,0.91,66%,135.8,0.71,0.20,0.17,0.18,19%,14%
591,QuinT,GES,"['astra', 'omen', 'breach']",364,0.93,155.8,0.81,70%,105.8,0.57,0.45,0.03,0.07,29%,13%
592,Rapheleen,LCR,"['reyna', 'omen', 'phoenix']",2265,0.93,200.9,0.91,70%,127.5,0.68,0.31,0.09,0.10,16%,15%
593,Ichisolo,CW,"['sage', 'harbor', 'cypher']",338,0.93,180.6,0.84,69%,124.2,0.60,0.28,0.06,0.08,26%,18%
594,cedrik,KPC,"['omen', 'killjoy', 'reyna']",742,0.93,173.6,0.84,71%,113.9,0.60,0.25,0.06,0.07,33%,15%
595,Son,Keke,"['omen', 'reyna', 'astra']",2557,0.92,183.7,0.88,71%,117.7,0.65,0.27,0.09,0.10,27%,13%
596,severiNe,TDK,"['brimstone', 'viper', 'astra']",5948,0.92,183.2,0.91,71%,118.8,0.63,0.32,0.08,0.10,18%,14%
597,pennywise,234,"['raze', 'neon', 'jett']",234,0.92,215.5,0.97,71%,137.6,0.76,0.20,0.17,0.18,23%,15%
598,Acetics,Merc,"['sova', 'raze', 'reyna']",5066,0.92,189.7,0.91,69%,125.2,0.66,0.26,0.08,0.09,26%,17%
599,Kromex,AAA,"['cypher', 'killjoy', 'sova']",833,0.92,177.8,0.86,67%,114.5,0.62,0.22,0.07,0.09,23%,8%
600,Bob,ROISS,"['omen', 'astra', 'viper']",225,0.92,182.1,0.82,62%,115.4,0.64,0.30,0.06,0.10,23%,16%
601,hyk,IGN,"['cypher', 'phoenix', 'jett']",1360,0.92,198.7,0.95,68%,132.2,0.72,0.18,0.13,0.13,32%,11%
602,ban,GE,"['chamber', 'iso', 'viper']",1861,0.92,190.4,0.93,68%,126.4,0.68,0.24,0.11,0.10,32%,9%
603,Kippo,UTT,"['omen', 'vyse', 'sova']",622,0.92,184.4,0.81,66%,124.9,0.64,0.30,0.09,0.09,23%,6%
604,Pootato,DVT,"['sova', 'fade', 'breach']",337,0.92,162.9,0.84,70%,115.5,0.58,0.32,0.05,0.06,24%,9%
605,Moosey,PDF,"['raze', 'sova', 'reyna']",2171,0.92,211.9,0.95,69%,138.9,0.72,0.23,0.13,0.12,20%,14%
606,cashmere,BSTR,"['reyna', 'cypher', 'viper']",398,0.92,182.8,0.87,68%,119.8,0.64,0.32,0.05,0.06,26%,12%
607,daynos,AVM,"['omen', 'sage', 'jett']",720,0.92,180.7,0.85,67%,121.5,0.63,0.23,0.07,0.08,24%,19%
608,Persia,NS,"['sova', 'sage', 'reyna']",886,0.92,203.4,0.94,67%,131.3,0.67,0.27,0.11,0.11,22%,10%
609,rinA,IHC,"['jett', 'raze', 'phoenix']",597,0.92,172.7,0.87,69%,114.0,0.60,0.34,0.07,0.08,20%,13%
610,cuppycake,SAVA,"['chamber', 'omen', 'sova']",802,0.92,182.9,0.87,70%,120.2,0.64,0.34,0.06,0.07,25%,13%
611,joshh,IGN,"['neon', 'jett', 'raze']",3247,0.92,185.2,0.90,69%,121.7,0.66,0.24,0.08,0.10,26%,14%
612,kikowo,KNN,"['kayo', 'breach', 'yoru']",913,0.92,202.3,0.93,66%,135.3,0.70,0.24,0.13,0.16,20%,14%
613,Dephny,LLX,"['breach', 'skye', 'viper']",596,0.92,214.7,0.87,68%,148.8,0.73,0.32,0.09,0.10,25%,15%
614,natz,RRQ,"['killjoy', 'cypher', 'skye']",5195,0.92,198.5,0.95,68%,127.5,0.70,0.22,0.12,0.12,25%,14%
615,Delend,INVI,"['omen', 'astra', 'viper']",1789,0.92,177.0,0.87,70%,118.0,0.61,0.34,0.05,0.08,28%,15%
616,Flashii,FT,"['jett', 'reyna', 'omen']",565,0.92,197.3,0.92,64%,130.5,0.71,0.13,0.16,0.17,27%,17%
617,maou,VLG,"['sova', 'skye', 'sage']",943,0.92,185.4,0.82,70%,124.4,0.62,0.32,0.06,0.07,21%,9%
618,no1syboy,LFM,"['breach', 'killjoy', 'phoenix']",4885,0.92,184.1,0.87,70%,119.9,0.64,0.30,0.07,0.09,20%,12%
619,MnFeaR,MGLZ,"['gekko', 'breach', 'harbor']",1262,0.92,186.7,0.87,72%,127.2,0.64,0.35,0.08,0.09,25%,11%
620,theDoctorr,U5,"['breach', 'cypher', 'omen']",3555,0.92,173.4,0.85,69%,114.7,0.61,0.34,0.07,0.09,29%,14%
621,loley,(+7),"['neon', 'raze', 'cypher']",272,0.92,203.2,0.89,67%,138.4,0.72,0.22,0.07,0.15,32%,15%
622,Chowdy,YG,"['reyna', 'brimstone', 'viper']",529,0.92,188.8,0.88,70%,127.2,0.65,0.31,0.10,0.09,32%,15%
623,modeskiii,VPRS,"['reyna', 'phoenix', 'killjoy']",1540,0.92,184.2,0.93,70%,119.7,0.65,0.20,0.08,0.10,30%,14%
624,Chaze,Balb,"['skye', 'sova', 'gekko']",688,0.92,185.7,0.85,73%,124.5,0.64,0.32,0.06,0.05,21%,7%
625,Pr0digy,TSA,"['brimstone', 'phoenix', 'jett']",1738,0.92,201.3,0.90,68%,132.5,0.70,0.25,0.13,0.14,32%,17%
626,kestrel,IGN,"['killjoy', 'cypher', 'breach']",868,0.92,191.8,0.91,68%,128.8,0.67,0.28,0.08,0.10,29%,11%
627,Arki,AVN.GC,"['breach', 'cypher', 'omen']",514,0.92,180.2,0.83,68%,119.9,0.62,0.35,0.05,0.09,23%,11%
628,IrisBell,Blue,"['breach', 'omen', 'skye']",380,0.92,175.1,0.86,66%,115.4,0.63,0.26,0.06,0.03,31%,16%
629,XII,FPX,"['viper', 'astra', 'omen']",280,0.92,189.0,0.92,69%,124.4,0.66,0.33,0.10,0.13,26%,6%
630,Chanyboi,CW,"['phoenix', 'breach', 'kayo']",653,0.92,187.8,0.86,72%,123.8,0.65,0.38,0.06,0.09,31%,9%
631,biubiu,KNN,"['kayo', 'cypher', 'killjoy']",572,0.92,184.4,0.89,67%,124.6,0.65,0.21,0.05,0.07,21%,14%
632,Amy,AST.WO,"['cypher', 'killjoy', 'chamber']",378,0.92,187.6,0.88,67%,121.9,0.65,0.24,0.06,0.10,19%,21%
633,THE,GAME,"['omen', 'jett']",211,0.92,221.4,1.02,65%,144.4,0.78,0.16,0.13,0.11,25%,13%
634,metawiN,BIGG.S,"['gekko', 'kayo', 'breach']",691,0.92,175.5,0.88,70%,116.6,0.63,0.36,0.07,0.10,21%,27%
635,eugeneS,SKYE,"['jett', 'chamber', 'raze']",972,0.92,213.6,0.91,67%,140.4,0.73,0.17,0.16,0.18,26%,7%
636,notxd,SDB,"['cypher', 'sova', 'killjoy']",2575,0.92,189.1,0.93,67%,121.9,0.67,0.21,0.07,0.08,24%,11%
637,ImMuTable,OE,"['jett', 'reyna', 'viper']",330,0.92,199.1,0.91,62%,128.9,0.70,0.16,0.10,0.16,26%,5%
638,Mast3r,AR,"['viper', 'harbor', 'kayo']",2718,0.92,179.5,0.85,66%,120.4,0.63,0.26,0.06,0.06,25%,13%
639,xhum0n,NOM,"['jett', 'cypher', 'raze']",269,0.92,217.2,0.88,66%,142.2,0.77,0.17,0.19,0.15,20%,10%
640,Hyphae,GEX,"['skye', 'killjoy']",211,0.92,193.8,0.98,65%,137.1,0.72,0.12,0.10,0.11,24%,4%
641,StOrM,(+3),"['killjoy', 'jett', 'omen']",210,0.91,186.3,0.84,63%,123.8,0.63,0.28,0.10,0.07,23%,14%
642,Flash,LCEZ,"['killjoy', 'sova', 'cypher']",882,0.91,170.6,0.89,69%,111.5,0.62,0.19,0.06,0.10,22%,21%
643,yoman,GE,"['kayo', 'breach', 'viper']",374,0.91,170.6,0.88,73%,110.0,0.61,0.36,0.07,0.06,26%,18%
644,rkz,IVY,"['breach', 'brimstone', 'skye']",481,0.91,182.4,0.87,67%,127.6,0.66,0.26,0.04,0.08,30%,14%
645,Yeya,295,"['sova', 'killjoy', 'viper']",295,0.91,178.6,0.87,68%,113.3,0.64,0.23,0.06,0.04,22%,12%
646,artn,ENGM,"['breach', 'sova', 'brimstone']",2428,0.91,163.1,0.85,73%,101.4,0.57,0.35,0.05,0.09,15%,16%
647,Crws,TLN,"['breach', 'reyna', 'raze']",7533,0.91,181.1,0.91,71%,118.9,0.63,0.34,0.07,0.09,23%,17%
648,1van,KGM,"['jett', 'raze', 'phoenix']",2365,0.91,196.1,0.89,67%,124.1,0.67,0.26,0.11,0.13,19%,10%
649,Aclx,LP33,"['raze', 'reyna', 'sage']",960,0.91,202.0,0.81,66%,136.4,0.66,0.26,0.10,0.12,19%,9%
650,M1SYL,MLT,"['jett', 'skye', 'breach']",426,0.91,196.9,0.91,63%,128.2,0.68,0.19,0.12,0.10,25%,8%
651,Seif,YG,"['sova', 'skye', 'gekko']",356,0.91,184.2,0.81,67%,122.3,0.64,0.30,0.06,0.08,30%,11%
652,Ko0,MKG,"['cypher', 'raze', 'killjoy']",1207,0.91,189.6,0.87,68%,121.7,0.65,0.35,0.08,0.10,27%,17%
653,BOSS,3T,"['astra', 'kayo', 'harbor']",392,0.91,174.3,0.86,66%,114.9,0.62,0.34,0.03,0.05,22%,16%
654,LuciA,LES,"['astra', 'viper', 'omen']",1322,0.91,186.7,0.88,67%,125.1,0.66,0.30,0.06,0.08,21%,16%
655,Slowz,(+1),"['killjoy', 'cypher', 'sova']",237,0.91,200.6,0.88,68%,130.1,0.68,0.24,0.09,0.10,20%,14%
656,Mowff,BAAM,"['sova', 'killjoy', 'raze']",1689,0.91,179.4,0.84,70%,120.8,0.60,0.33,0.06,0.07,19%,12%
657,zini,4F,"['sova', 'cypher', 'sage']",1588,0.91,173.2,0.83,72%,113.5,0.58,0.40,0.06,0.08,18%,12%
658,SmokeA,GEA,"['cypher', 'astra', 'killjoy']",1180,0.91,183.8,0.86,63%,122.3,0.65,0.22,0.07,0.09,26%,11%
659,NaThanD,DRG,"['sova', 'cypher', 'killjoy']",273,0.91,180.8,0.83,67%,126.7,0.60,0.27,0.05,0.06,23%,10%
660,foxy,(+1),"['yoru', 'kayo', 'breach']",236,0.91,163.0,0.82,72%,108.4,0.59,0.49,0.04,0.07,30%,15%
661,ESMONDE,IGN,"['breach', 'chamber', 'astra']",1199,0.91,173.4,0.84,70%,116.1,0.60,0.35,0.05,0.07,23%,17%
662,ArinJi,LLX,"['raze', 'gekko', 'omen']",711,0.91,195.8,0.89,68%,130.7,0.68,0.23,0.08,0.10,25%,20%
663,Envious,KNN,"['reyna', 'jett', 'sage']",2215,0.91,203.9,0.91,68%,131.3,0.70,0.27,0.13,0.16,24%,13%
664,TRIPCIEW,UNC.DN,"['astra', 'viper', 'sova']",1385,0.91,174.2,0.84,66%,118.3,0.61,0.27,0.06,0.08,29%,13%
665,riya,JDG,"['raze', 'breach', 'kayo']",1074,0.91,196.2,0.90,65%,129.4,0.70,0.18,0.12,0.15,31%,13%
666,kaua,ZETA.AC,"['omen', 'tejo', 'harbor']",522,0.91,185.0,0.83,68%,123.6,0.66,0.34,0.08,0.11,29%,12%
667,hypathor,OF,"['sova', 'sage', 'kayo']",1101,0.91,171.7,0.82,68%,116.7,0.57,0.35,0.06,0.08,19%,16%
668,Meltings,NGZ,"['jett', 'sage', 'breach']",458,0.91,184.0,0.82,67%,122.7,0.64,0.26,0.07,0.08,26%,10%
669,Fetiz,276,"['neon', 'fade', 'yoru']",276,0.91,214.6,0.92,70%,138.7,0.76,0.20,0.18,0.21,31%,17%
670,vibhoRR,MDL,"['cypher', 'killjoy', 'viper']",5834,0.91,185.7,0.91,70%,120.1,0.64,0.25,0.07,0.09,24%,19%
671,KappA,GEX,"['breach', 'sova', 'cypher']",5257,0.91,167.9,0.86,72%,114.4,0.57,0.30,0.05,0.07,24%,12%
672,Nano,(+2),"['killjoy', 'cypher', 'vyse']",295,0.91,179.2,0.90,62%,119.9,0.64,0.19,0.09,0.10,25%,7%
673,Creamm,UNC.DN,"['raze', 'phoenix', 'jett']",268,0.91,211.2,0.92,60%,139.8,0.73,0.15,0.14,0.17,32%,13%
674,Vickyz,NKT,"['raze', 'neon', 'tejo']",970,0.91,198.6,0.92,69%,127.8,0.68,0.22,0.11,0.13,19%,13%
675,RiseN,DOM,"['killjoy', 'jett', 'omen']",1472,0.91,196.7,0.88,68%,129.4,0.67,0.24,0.12,0.11,26%,10%
676,P,r,"['viper', 'omen', 'brimstone']",634,0.91,188.5,0.82,71%,124.9,0.63,0.37,0.09,0.10,25%,23%
677,Ayanokoji,SDB,"['raze', 'jett', 'yoru']",451,0.90,210.2,0.92,67%,136.1,0.74,0.20,0.16,0.21,25%,12%
678,YasH,AST,"['neon', 'jett', 'raze']",582,0.90,209.9,0.88,64%,140.0,0.73,0.16,0.18,0.22,31%,10%
679,Evo,RVL,"['breach', 'sova', 'kayo']",387,0.90,163.1,0.77,71%,111.8,0.57,0.34,0.04,0.05,19%,15%
680,Bloody,SNK,"['raze', 'jett', 'chamber']",260,0.90,213.9,0.83,64%,141.5,0.69,0.20,0.14,0.20,24%,9%
681,climax,TBP,"['cypher', 'sage', 'killjoy']",330,0.90,200.3,0.89,67%,130.3,0.66,0.25,0.08,0.10,19%,14%
682,IDG,NC,"['omen', 'brimstone', 'sova']",382,0.90,171.7,0.79,74%,109.2,0.59,0.32,0.07,0.10,24%,5%
683,aRThiT,(+4),"['omen', 'viper', 'brimstone']",617,0.90,171.8,0.77,66%,112.1,0.58,0.37,0.06,0.08,26%,12%
684,Rexy,GDL,"['sova', 'omen', 'breach']",5694,0.90,173.5,0.85,67%,117.8,0.60,0.26,0.06,0.08,29%,14%
685,wstVirginia,DUPG,"['raze', 'phoenix', 'jett']",3873,0.90,192.3,0.89,65%,126.8,0.69,0.20,0.10,0.11,31%,13%
686,Bullet,AST,"['sova', 'viper', 'vyse']",452,0.90,195.8,0.91,71%,126.8,0.69,0.25,0.13,0.13,21%,21%
687,ducT,LAZY,"['killjoy', 'cypher', 'viper']",2728,0.90,181.4,0.87,68%,118.1,0.63,0.31,0.06,0.09,24%,13%
688,FrizzNatsz,LCR,"['sova', 'viper', 'skye']",2890,0.90,193.6,0.92,68%,127.1,0.66,0.28,0.09,0.10,26%,14%
689,1TaPGoD,ROG,"['omen', 'jett', 'raze']",3025,0.90,201.4,0.89,65%,133.4,0.70,0.20,0.15,0.16,27%,13%
690,HoneyBunny,ZETA.AC,"['neon', 'jett', 'waylay']",657,0.90,212.2,0.88,67%,134.3,0.73,0.17,0.20,0.18,26%,15%
691,reeq,CNL,"['kayo', 'skye', 'sage']",2191,0.90,181.1,0.85,70%,119.7,0.63,0.31,0.07,0.08,26%,10%
692,Fung3,(+7),"['omen', 'brimstone', 'sova']",1423,0.90,174.6,0.86,69%,115.6,0.62,0.25,0.08,0.10,27%,22%
693,Yanni,RIMA,"['raze', 'yoru', 'jett']",328,0.90,208.1,0.86,70%,143.3,0.69,0.24,0.16,0.16,20%,9%
694,Abdur,MYS,"['astra', 'sage', 'brimstone']",1646,0.90,173.2,0.86,68%,114.1,0.61,0.27,0.05,0.07,29%,12%
695,hibari,(+4),"['tejo', 'sova', 'phoenix']",321,0.90,194.3,0.91,66%,124.6,0.68,0.30,0.10,0.09,29%,17%
696,Rice,RIMA,"['skye', 'cypher', 'killjoy']",682,0.90,180.1,0.83,66%,118.1,0.62,0.32,0.09,0.10,26%,10%
697,snappy,TLNA,"['neon', 'yoru', 'raze']",778,0.90,204.2,0.93,64%,134.3,0.71,0.17,0.14,0.14,26%,7%
698,Layman,(+2),"['jett', 'raze', 'skye']",224,0.90,179.7,0.82,67%,120.2,0.61,0.25,0.08,0.06,35%,20%
699,Jason,BZE,"['reyna', 'sova', 'jett']",295,0.90,191.1,0.80,62%,131.0,0.63,0.27,0.08,0.11,17%,3%
700,SAGE,PATH,"['omen', 'cypher', 'jett']",766,0.90,181.4,0.79,68%,119.4,0.63,0.25,0.04,0.07,25%,7%
701,goldenblue,EVAR,"['astra', 'omen', 'viper']",559,0.90,186.9,0.86,70%,122.3,0.63,0.33,0.06,0.09,32%,8%
702,Trinity,DXE,"['raze', 'jett', 'reyna']",1144,0.90,219.1,0.94,67%,141.9,0.76,0.15,0.17,0.20,26%,6%
703,Ender,ARMR,"['jett', 'raze', 'killjoy']",749,0.90,190.9,0.87,64%,126.9,0.67,0.24,0.09,0.13,29%,9%
704,ABATMAN,KDM,"['cypher', 'killjoy', 'viper']",1212,0.90,193.0,0.87,67%,131.3,0.67,0.24,0.08,0.10,26%,18%
705,Jem,FLCV,"['raze', 'sova', 'jett']",591,0.90,187.6,0.84,70%,125.8,0.61,0.29,0.08,0.11,19%,15%
706,EnS,LOFI.E,"['jett', 'gekko', 'viper']",214,0.90,198.8,0.90,68%,129.9,0.71,0.32,0.13,0.12,22%,11%
707,cxy0714,KE,"['phoenix', 'cypher', 'sage']",273,0.90,176.1,0.70,67%,113.2,0.55,0.23,0.10,0.11,27%,13%
708,Anson,Meow,"['breach', 'astra', 'kayo']",285,0.90,164.1,0.76,67%,110.7,0.56,0.38,0.05,0.08,23%,18%
709,PinOcchiOs,SP,"['breach', 'phoenix', 'skye']",4686,0.90,189.9,0.87,68%,121.4,0.65,0.36,0.08,0.10,22%,15%
710,HydraKid,GEEK,"['jett', 'killjoy', 'raze']",792,0.90,196.6,0.84,68%,131.7,0.66,0.33,0.11,0.11,24%,11%
711,Justa,KGM,"['cypher', 'omen', 'brimstone']",1193,0.90,163.8,0.76,66%,109.1,0.55,0.28,0.06,0.08,22%,20%
712,Chrysania,CCG.GC,"['sage', 'jett', 'brimstone']",2603,0.90,187.2,0.85,69%,123.7,0.65,0.32,0.10,0.13,23%,16%
713,Nhatthong2k,BAAM,"['raze', 'jett', 'reyna']",2715,0.90,207.4,0.90,67%,137.9,0.71,0.22,0.16,0.16,22%,11%
714,Pro,RVNT,"['skye', 'sova', 'omen']",3127,0.90,169.6,0.87,71%,117.1,0.59,0.29,0.05,0.06,25%,14%
715,Hansia,OG,"['raze', 'jett', 'tejo']",601,0.90,191.8,0.87,64%,131.2,0.67,0.17,0.11,0.11,25%,18%
716,yTao,LP33,"['omen', 'brimstone', 'cypher']",1525,0.90,189.5,0.86,68%,125.5,0.63,0.34,0.07,0.08,17%,12%
717,Teng,UR,"['omen', 'sova', 'skye']",419,0.90,193.6,0.83,67%,126.5,0.66,0.28,0.05,0.10,21%,8%
718,Haise,X10,"['raze', 'jett', 'omen']",2109,0.90,201.7,0.91,68%,125.3,0.68,0.25,0.11,0.14,17%,13%
719,XiaoFeng,(+3),"['omen', 'kayo', 'yoru']",353,0.90,214.6,0.83,65%,140.6,0.71,0.24,0.14,0.20,27%,11%
720,Dolph,WSF,"['jett', 'raze', 'sage']",483,0.90,192.1,0.86,67%,135.5,0.64,0.24,0.13,0.16,22%,10%
721,persona11,IGN,"['raze', 'jett', 'neon']",667,0.90,211.2,0.91,68%,137.2,0.74,0.19,0.16,0.16,23%,16%
722,kuroza,LCR,"['brimstone', 'omen', 'killjoy']",975,0.89,167.3,0.80,68%,112.6,0.58,0.36,0.05,0.06,27%,10%
723,alfin,GE,"['chamber', 'skye', 'killjoy']",385,0.89,171.8,0.86,65%,110.8,0.60,0.23,0.08,0.10,13%,6%
724,rari,321,"['cypher', 'killjoy', 'vyse']",321,0.89,177.6,0.89,66%,123.5,0.64,0.16,0.07,0.07,35%,14%
725,Inf,IGN,"['reyna', 'killjoy', 'kayo']",1099,0.89,190.0,0.90,63%,130.1,0.68,0.16,0.10,0.14,27%,14%
726,Impecunity,SOI,"['omen', 'cypher', 'killjoy']",755,0.89,180.5,0.89,66%,122.0,0.64,0.17,0.11,0.11,25%,11%
727,Noor,FLCV,"['chamber', 'sage', 'viper']",666,0.89,179.9,0.92,70%,120.3,0.64,0.29,0.08,0.10,30%,14%
728,Rose,VLTX,"['breach', 'viper', 'fade']",993,0.89,165.8,0.79,71%,108.8,0.58,0.43,0.04,0.04,21%,15%
729,Mikkasie,BRNV,"['cypher', 'jett', 'raze']",677,0.89,208.2,0.87,69%,139.2,0.69,0.24,0.12,0.14,18%,9%
730,Kafka,Ora,"['viper', 'astra', 'brimstone']",385,0.89,192.5,0.84,67%,130.1,0.67,0.28,0.09,0.09,27%,11%
731,Repulsive,(+1),"['omen', 'viper', 'brimstone']",667,0.89,169.0,0.75,73%,109.4,0.55,0.45,0.07,0.08,25%,8%
732,toffywoffy,DVT,"['killjoy', 'brimstone', 'breach']",1212,0.89,184.7,0.84,67%,126.4,0.62,0.29,0.09,0.10,22%,16%
733,YOKY,KZ.T,"['sova', 'sage', 'astra']",1418,0.89,173.2,0.85,73%,111.1,0.61,0.39,0.07,0.09,31%,11%
734,Mashmello,DAYN,"['sova', 'astra', 'jett']",216,0.89,191.5,0.90,65%,123.7,0.68,0.19,0.12,0.11,24%,13%
735,Rudys,NE,"['astra', 'omen', 'sage']",820,0.89,162.7,0.79,72%,109.9,0.56,0.37,0.03,0.05,19%,9%
736,Governor,WU,"['raze', 'jett', 'neon']",1595,0.89,192.5,0.91,68%,126.6,0.68,0.19,0.17,0.16,23%,13%
737,Answerz,(+3),"['killjoy', 'cypher', 'viper']",411,0.89,180.6,0.85,66%,121.0,0.63,0.23,0.09,0.10,26%,12%
738,Haimerej,AIM,"['sage', 'fade', 'killjoy']",352,0.89,174.6,0.82,68%,114.8,0.63,0.22,0.06,0.08,32%,16%
739,yaamorii,BIGG.S,"['jett', 'skye', 'chamber']",1543,0.89,197.7,0.89,67%,129.4,0.70,0.17,0.16,0.15,23%,12%
740,SunfaN,ROA,"['sova', 'skye', 'breach']",348,0.89,172.0,0.87,73%,111.7,0.60,0.34,0.04,0.06,23%,6%
741,aphrolyn,Vend,"['sova', 'sage', 'breach']",520,0.89,170.8,0.80,71%,115.8,0.59,0.36,0.04,0.05,21%,6%
742,babyjaigrayray,(+2),"['clove', 'sova', 'skye']",283,0.89,168.1,0.85,71%,113.3,0.61,0.27,0.03,0.04,26%,19%
743,MrCANI,JDG,"['jett', 'reyna']",377,0.89,185.0,0.97,69%,121.0,0.70,0.10,0.15,0.14,28%,16%
744,miz,S8UL,"['jett', 'raze', 'neon']",1538,0.89,202.9,0.91,68%,131.6,0.70,0.22,0.15,0.16,21%,9%
745,Freckie,Sain,"['omen', 'jett', 'killjoy']",335,0.89,180.9,0.77,64%,117.0,0.63,0.17,0.07,0.13,23%,11%
746,micr0,ZOL,"['astra', 'viper', 'omen']",2078,0.89,169.4,0.84,71%,111.2,0.59,0.38,0.05,0.06,21%,16%
747,Xenoo,X10,"['fade', 'sova', 'skye']",910,0.89,193.7,0.80,67%,127.8,0.63,0.30,0.10,0.11,22%,8%
748,shiba,END,"['brimstone', 'omen', 'sova']",3459,0.89,180.5,0.86,68%,117.6,0.61,0.30,0.08,0.10,24%,14%
749,JuveNN,T69,"['sova', 'astra', 'killjoy']",545,0.89,167.3,0.75,70%,112.6,0.56,0.29,0.04,0.07,28%,10%
750,3nable,AE,"['omen', 'reyna', 'breach']",1442,0.89,176.6,0.93,67%,114.9,0.64,0.22,0.07,0.07,30%,11%
751,KRX,XIA,"['jett', 'reyna', 'neon']",1576,0.89,200.3,0.89,67%,133.4,0.70,0.22,0.13,0.13,29%,13%
752,xfathan,0Zer,"['sova', 'sage', 'raze']",220,0.89,179.2,0.85,68%,119.3,0.64,0.25,0.05,0.11,21%,13%
753,Chainyyy,SP,"['raze', 'sova', 'omen']",2058,0.89,181.5,0.86,68%,118.0,0.60,0.30,0.07,0.11,18%,15%
754,ezzy,MiBH,"['omen', 'raze', 'astra']",4526,0.89,194.3,0.89,64%,127.4,0.69,0.19,0.11,0.12,30%,13%
755,tryst,XOGG,"['omen', 'sage', 'phoenix']",2489,0.89,182.9,0.86,69%,118.8,0.64,0.31,0.08,0.08,24%,13%
756,kazzoo,ETH,"['cypher', 'sage', 'raze']",270,0.89,192.2,0.81,68%,126.9,0.65,0.23,0.08,0.09,21%,4%
757,ChromnZ,uG,"['raze', 'chamber']",345,0.89,218.7,0.81,63%,148.3,0.70,0.25,0.14,0.15,14%,11%
758,OnigiRi,LFM,"['phoenix', 'jett', 'raze']",3625,0.89,193.8,0.89,67%,127.7,0.69,0.20,0.10,0.10,27%,11%
759,Tet,GLAB,"['jett', 'raze']",250,0.89,203.3,0.87,65%,129.0,0.69,0.13,0.16,0.18,17%,4%
760,Nia,FCY,"['neon', 'yoru', 'raze']",513,0.89,206.5,0.92,64%,138.0,0.72,0.19,0.17,0.17,27%,19%
761,Freed0m,Ligh,"['raze', 'chamber', 'cypher']",262,0.89,212.2,0.83,64%,136.9,0.71,0.15,0.11,0.14,21%,7%
762,Nimji,ETH,"['jett', 'fade', 'skye']",437,0.89,202.7,0.83,69%,127.5,0.69,0.22,0.10,0.11,21%,15%
763,Moji,AE,"['astra', 'viper', 'cypher']",1261,0.89,182.4,0.83,65%,118.0,0.63,0.26,0.07,0.07,26%,14%
764,bibiwater,(+1),"['killjoy', 'chamber', 'sage']",232,0.89,205.3,0.82,64%,133.6,0.68,0.14,0.09,0.11,21%,8%
765,Kant,CBT,"['sova', 'brimstone', 'sage']",1183,0.89,186.1,0.88,73%,115.4,0.63,0.29,0.08,0.10,15%,15%
766,Knight,BLG,"['sage', 'reyna', 'breach']",331,0.89,174.5,0.86,73%,110.7,0.62,0.33,0.07,0.10,27%,29%
767,madel,(+1),"['omen', 'brimstone', 'neon']",345,0.89,175.6,0.85,66%,115.6,0.62,0.29,0.08,0.10,22%,16%
