,player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
1189,dawn7,PURP,"['omen', 'brimstone', 'viper']",1447,0.91,179.9,0.86,67%,120.8,0.62,0.28,0.06,0.08,24%,13%
1190,MoniOvess,MAD.L,"['fade', 'skye', 'sova']",561,0.91,163.4,0.84,67%,109.5,0.60,0.32,0.07,0.07,32%,11%
1191,Soyeon,3DO,"['sova', 'skye', 'viper']",327,0.91,183.8,0.80,66%,125.6,0.63,0.25,0.06,0.08,23%,13%
1192,HearthBeat,MZP,"['cypher', 'breach', 'killjoy']",3315,0.91,174.7,0.85,71%,115.8,0.62,0.35,0.07,0.10,26%,13%
1193,Varlas,OVA,"['sova', 'kayo', 'fade']",742,0.91,178.6,0.84,69%,121.1,0.62,0.31,0.08,0.07,28%,7%
1194,MonOkson,hate,"['breach', 'brimstone', 'sage']",960,0.91,176.2,0.87,67%,113.6,0.63,0.28,0.07,0.07,19%,12%
1195,leeni,XPER,"['raze', 'jett', 'breach']",1515,0.91,206.6,0.90,66%,137.7,0.71,0.20,0.16,0.18,22%,13%
1196,Rayy,DRGN,"['skye', 'kayo', 'sova']",575,0.91,177.8,0.83,69%,122.3,0.60,0.39,0.04,0.05,22%,7%
1197,rAsk,CTLS,"['sova', 'omen', 'brimstone']",2526,0.91,178.5,0.84,68%,118.1,0.62,0.31,0.06,0.07,22%,13%
1198,mimier,HVND,"['sova', 'tejo', 'yoru']",1237,0.91,187.5,0.86,70%,126.7,0.65,0.36,0.07,0.09,27%,7%
1199,Unity,TAE,"['sage', 'viper', 'killjoy']",805,0.91,182.4,0.87,65%,119.0,0.64,0.24,0.06,0.08,26%,14%
1200,focus,ACE,"['killjoy', 'sova', 'astra']",402,0.91,198.6,0.86,71%,135.9,0.66,0.35,0.08,0.10,25%,9%
1201,LgenD,Frac,"['jett', 'raze']",312,0.91,221.4,0.97,59%,143.2,0.80,0.13,0.14,0.21,28%,28%
1202,xitsu,AXL,"['jett', 'sage', 'skye']",268,0.91,171.5,0.87,69%,111.3,0.60,0.27,0.08,0.13,24%,8%
1203,rYn,NOVO,"['breach', 'kayo', 'astra']",1004,0.91,185.0,0.88,68%,121.8,0.64,0.26,0.09,0.09,26%,19%
1204,mcnuggets,HTW,"['kayo', 'raze', 'skye']",377,0.91,193.4,0.87,70%,128.7,0.66,0.29,0.09,0.09,17%,
1205,skonk,Reje,"['killjoy', 'jett', 'harbor']",843,0.91,203.1,0.89,64%,141.1,0.68,0.25,0.11,0.13,21%,15%
1206,b2kk,SLY,"['brimstone', 'omen', 'astra']",1853,0.91,178.7,0.85,69%,117.3,0.64,0.27,0.08,0.09,32%,10%
1207,FabbiN,MCK,"['killjoy', 'breach', 'sova']",218,0.91,208.6,0.87,72%,138.1,0.70,0.31,0.11,0.12,18%,16%
1208,zolters,LC,"['sova', 'sage', 'breach']",1971,0.91,179.9,0.88,69%,117.4,0.63,0.32,0.06,0.09,19%,16%
1209,sumi,SSP,"['sage', 'astra', 'omen']",1074,0.91,186.5,0.89,67%,118.5,0.66,0.24,0.08,0.10,29%,11%
1210,Zeko,NiL,"['raze', 'reyna', 'sage']",752,0.91,203.6,0.88,65%,135.1,0.69,0.21,0.10,0.14,24%,12%
1211,Amore,O2G,"['jett', 'raze', 'killjoy']",660,0.91,212.1,0.95,67%,138.8,0.75,0.17,0.16,0.17,29%,10%
1212,dark0sek,NoM,"['sova', 'breach', 'raze']",234,0.91,193.4,0.88,65%,127.9,0.65,0.33,0.06,0.08,22%,14%
1213,Thander,UCAM,"['kayo', 'raze', 'reyna']",755,0.91,180.5,0.90,62%,124.9,0.66,0.17,0.09,0.12,35%,14%
1214,end7my,LGE,"['raze', 'jett', 'omen']",1337,0.91,206.5,0.95,66%,131.5,0.72,0.19,0.15,0.15,21%,10%
1215,Leon,TOG,"['omen', 'killjoy', 'sage']",2980,0.91,171.5,0.85,69%,113.8,0.60,0.28,0.08,0.09,24%,15%
1216,kev1n,WAVE,"['raze', 'reyna', 'chamber']",511,0.91,218.5,0.95,63%,147.7,0.73,0.21,0.14,0.13,25%,24%
1217,SasuKe,EF,"['cypher', 'sage', 'sova']",4148,0.91,188.0,0.89,70%,125.0,0.64,0.32,0.08,0.10,25%,14%
1218,B3AUTIFUL,NPR,"['raze', 'omen', 'skye']",1281,0.91,199.7,0.87,69%,133.9,0.67,0.26,0.08,0.12,12%,11%
1219,Uzzziii,ROG,"['omen', 'brimstone']",220,0.91,174.3,0.76,62%,96.9,0.60,0.17,0.10,0.12,20%,
1220,BONECOLD,VIT,"['omen', 'breach', 'brimstone']",4327,0.91,182.0,0.93,70%,115.5,0.64,0.27,0.09,0.11,30%,21%
1221,ikyoo,NSR.IN,"['chamber', 'jett', 'raze']",1612,0.91,196.3,0.89,66%,130.7,0.69,0.22,0.13,0.14,25%,10%
1222,kodeth,NXT,"['jett', 'killjoy', 'raze']",230,0.91,212.2,0.95,67%,142.4,0.75,0.20,0.20,0.20,21%,25%
1223,Ckanic,Lixa,"['omen', 'viper', 'cypher']",409,0.91,178.9,0.85,71%,118.7,0.61,0.36,0.04,0.06,28%,8%
1224,aleksi,LAND,"['cypher', 'raze', 'sage']",1347,0.91,187.3,0.85,65%,124.2,0.65,0.22,0.08,0.12,21%,8%
1225,petter0es,BFG,"['kayo', 'brimstone', 'breach']",353,0.91,188.8,0.84,68%,119.7,0.66,0.37,0.05,0.10,21%,16%
1226,Lanky,GAL,"['cypher', 'brimstone', 'viper']",743,0.91,191.7,0.91,68%,126.1,0.66,0.27,0.08,0.11,27%,16%
1227,M4CHINA,VAM,"['cypher', 'jett', 'sova']",3481,0.91,199.2,0.96,66%,129.5,0.69,0.25,0.11,0.13,27%,12%
1228,TZX,PCF,"['viper', 'killjoy', 'breach']",716,0.91,181.4,0.85,70%,119.4,0.62,0.36,0.07,0.09,25%,19%
1229,Rexs,RBT,"['astra', 'omen', 'chamber']",1784,0.91,182.4,0.85,69%,119.2,0.63,0.32,0.08,0.09,28%,13%
1230,AleZ,SZK,"['raze', 'jett', 'neon']",223,0.91,195.3,0.89,64%,134.4,0.69,0.22,0.10,0.17,29%,7%
1231,Inumo,LC,"['sage', 'sova', 'viper']",1021,0.91,180.8,0.89,69%,119.7,0.64,0.26,0.06,0.07,26%,9%
1232,DeadInk,GS,"['jett', 'raze', 'chamber']",4066,0.91,199.0,0.90,68%,129.0,0.69,0.19,0.14,0.15,23%,14%
1233,melo,MZP,"['viper', 'astra', 'killjoy']",877,0.91,173.6,0.86,69%,116.5,0.60,0.29,0.04,0.05,25%,14%
1234,Zik,MAN,"['cypher', 'killjoy', 'viper']",4415,0.91,180.1,0.90,69%,116.8,0.62,0.28,0.08,0.10,28%,17%
1235,Foxie,VIT.RE,"['breach', 'jett', 'sage']",5216,0.91,184.7,0.88,69%,122.7,0.63,0.30,0.08,0.08,28%,13%
1236,Kongi,NXT,"['jett', 'omen', 'raze']",2886,0.91,183.1,0.87,66%,122.6,0.64,0.27,0.08,0.10,28%,12%
1237,mermi,INCO,"['phoenix', 'sage', 'reyna']",1625,0.91,205.0,0.95,64%,130.8,0.73,0.16,0.16,0.16,34%,13%
1238,Jolpi,OTK,"['sova', 'fade', 'skye']",510,0.91,188.6,0.84,67%,126.7,0.65,0.27,0.08,0.08,34%,12%
1239,Barcode,RN,"['cypher', 'sova', 'jett']",2980,0.91,188.9,0.93,69%,121.6,0.66,0.27,0.08,0.10,24%,14%
1240,epicoff,Save,"['sova', 'breach']",376,0.91,212.4,0.98,70%,137.0,0.72,0.31,0.10,0.09,24%,14%
1241,Kuzuur,SUR,"['reyna', 'jett', 'skye']",939,0.91,213.4,0.98,69%,138.0,0.75,0.19,0.11,0.13,32%,11%
1242,Shazeon,ATN,"['cypher', 'killjoy', 'viper']",4294,0.91,184.2,0.89,67%,123.7,0.65,0.24,0.08,0.09,28%,14%
1243,Waaalty,Guan,"['phoenix', 'skye', 'breach']",337,0.91,179.7,0.84,67%,120.4,0.64,0.29,0.07,0.08,30%,8%
1244,churromuncher74,TN1,"['cypher', 'killjoy', 'jett']",250,0.91,186.0,0.96,66%,122.9,0.65,0.14,0.08,0.10,25%,14%
1245,pryxi,Hall,"['sage', 'jett', 'omen']",2139,0.91,193.8,0.91,65%,126.0,0.70,0.23,0.10,0.12,26%,17%
1246,Agla,Mill,"['harbor', 'sova', 'omen']",608,0.91,188.9,0.85,69%,129.6,0.64,0.29,0.09,0.10,26%,12%
1247,Phatt,ELV,"['killjoy', 'cypher', 'sage']",3085,0.91,166.5,0.85,70%,109.7,0.59,0.33,0.06,0.09,26%,13%
1248,Jaf,WIN,"['sage', 'omen', 'astra']",3306,0.91,185.2,0.88,67%,120.7,0.66,0.31,0.08,0.09,32%,18%
1249,froz,HOWL,"['raze', 'cypher', 'killjoy']",1179,0.91,201.3,0.94,68%,134.5,0.70,0.19,0.09,0.09,26%,13%
1250,Serena,VLNT,"['sage', 'skye', 'kayo']",1713,0.91,177.0,0.86,70%,117.9,0.62,0.32,0.07,0.07,33%,15%
1251,FRESH,Anyw,"['sova', 'breach', 'astra']",835,0.91,186.6,0.91,70%,123.6,0.65,0.32,0.06,0.09,23%,11%
1252,sihw,LONE,"['omen', 'viper', 'phoenix']",357,0.91,186.3,0.90,65%,126.1,0.68,0.20,0.10,0.13,35%,13%
1253,dimaxx,FUZO,"['sova', 'raze', 'breach']",3601,0.91,178.3,0.89,72%,115.0,0.62,0.34,0.07,0.08,21%,14%
1254,TiduS,AKR,"['brimstone', 'omen', 'phoenix']",2517,0.91,182.6,0.89,69%,122.4,0.65,0.24,0.07,0.09,27%,14%
1255,mass3R,QLSH,"['sova', 'omen', 'skye']",1470,0.91,180.6,0.84,70%,120.3,0.61,0.33,0.07,0.07,22%,14%
1256,sulunist,(+3),"['neon', 'raze', 'jett']",444,0.91,212.5,0.93,66%,141.3,0.73,0.21,0.15,0.17,26%,18%
1257,zProtection,TOG,"['sova', 'yoru', 'kayo']",623,0.91,198.6,0.85,67%,125.2,0.69,0.33,0.13,0.15,28%,14%
1258,Kanekashi,RZN,"['chamber', 'jett', 'raze']",480,0.91,205.9,0.89,69%,134.3,0.71,0.17,0.15,0.13,30%,15%
1259,Akira,ZTA,"['sova', 'sage', 'kayo']",1799,0.91,177.2,0.84,68%,118.5,0.62,0.27,0.05,0.07,28%,18%
1260,Dimaoneshot,KPI,"['raze', 'sage', 'skye']",2038,0.90,204.3,0.93,65%,131.4,0.70,0.25,0.10,0.13,27%,13%
1261,Metzly,Case,"['killjoy', 'cypher', 'viper']",790,0.90,173.1,0.89,67%,116.8,0.61,0.18,0.07,0.09,19%,21%
1262,KneeLz,(+5),"['jett', 'raze', 'reyna']",236,0.90,178.3,0.78,66%,117.8,0.59,0.22,0.08,0.08,23%,4%
1263,Liz,PING,"['skye', 'raze', 'omen']",591,0.90,167.4,0.79,68%,116.1,0.58,0.32,0.05,0.05,26%,12%
1264,leaf,2G4L,"['cypher', 'sova', 'sage']",439,0.90,177.5,0.81,66%,114.3,0.59,0.35,0.06,0.07,16%,10%
1265,ZeFRy,FIVE,"['killjoy', 'cypher', 'astra']",712,0.90,166.9,0.80,66%,111.5,0.59,0.29,0.05,0.07,23%,12%
1266,rayka,BBL.Q,"['skye', 'jett', 'omen']",1984,0.90,185.6,0.89,69%,125.1,0.65,0.23,0.11,0.10,23%,11%
1267,batujnax,APK,"['omen', 'raze', 'neon']",911,0.90,193.8,0.88,69%,127.2,0.67,0.28,0.11,0.14,24%,9%
1268,mengas,RST,"['killjoy', 'cypher', 'viper']",345,0.90,179.7,0.82,71%,118.5,0.63,0.28,0.06,0.08,30%,7%
1269,JESMUND,GMT,"['cypher', 'killjoy', 'sage']",3368,0.90,184.9,0.90,68%,122.4,0.64,0.25,0.08,0.11,25%,13%
1270,SparkeR,QLSH,"['reyna', 'raze', 'kayo']",629,0.90,197.1,0.88,66%,127.8,0.70,0.24,0.11,0.15,29%,14%
1271,doubbbt,INCO,"['jett', 'reyna', 'skye']",392,0.90,210.9,0.90,68%,137.4,0.71,0.19,0.15,0.17,26%,10%
1272,Sp1eez,KUM,"['reyna', 'sage', 'jett']",418,0.90,210.9,0.85,63%,138.2,0.71,0.18,0.16,0.17,25%,6%
1273,PoPiFresH,TQ,"['jett', 'reyna', 'raze']",2543,0.90,202.5,0.96,69%,127.4,0.71,0.20,0.15,0.13,19%,11%
1274,Pjotr,EIQ,"['raze', 'omen', 'sage']",1977,0.90,193.3,0.89,68%,125.0,0.67,0.26,0.12,0.12,23%,12%
1275,gosaydam,SUP,"['sova', 'raze', 'jett']",1481,0.90,194.4,0.90,66%,125.6,0.67,0.20,0.14,0.14,21%,13%
1276,Hasaa,EP,"['killjoy', 'cypher', 'viper']",2264,0.90,180.3,0.87,67%,118.7,0.63,0.23,0.06,0.08,27%,14%
1277,Bati,FLK,"['sova', 'sage', 'skye']",3595,0.90,171.1,0.81,71%,113.4,0.56,0.41,0.07,0.09,21%,13%
1278,boNgo,OP,"['brimstone', 'reyna', 'omen']",229,0.90,196.5,0.84,67%,127.6,0.66,0.22,0.15,0.10,34%,18%
1279,sharyk,5M,"['cypher', 'killjoy', 'viper']",2511,0.90,189.5,0.89,67%,124.2,0.64,0.20,0.09,0.10,21%,14%
1280,hoodie,KABA,"['sova', 'yoru', 'viper']",216,0.90,193.7,0.82,68%,132.9,0.64,0.35,0.10,0.13,26%,13%
1281,madDoqu,VX3,"['sova', 'sage', 'jett']",593,0.90,183.9,0.86,63%,122.4,0.64,0.25,0.08,0.11,25%,13%
1282,Kaspe,BIG,"['cypher', 'killjoy', 'viper']",2373,0.90,179.9,0.92,69%,116.2,0.63,0.26,0.08,0.09,21%,12%
1283,Magicianas,99PT,"['sova', 'brimstone', 'viper']",331,0.90,176.9,0.79,66%,112.9,0.57,0.29,0.04,0.04,22%,16%
1284,mrcarrito,O2G,"['killjoy', 'sova', 'breach']",866,0.90,181.8,0.84,67%,124.3,0.62,0.28,0.05,0.07,28%,12%
1285,Raina,BLAZ,"['viper', 'omen', 'astra']",2811,0.90,183.1,0.86,71%,118.2,0.63,0.35,0.08,0.10,21%,14%
1286,LowaN,FAST,"['cypher', 'killjoy', 'viper']",1269,0.90,192.9,0.88,67%,123.3,0.67,0.18,0.08,0.10,25%,10%
1287,NeskaaS,VLNT,"['killjoy', 'sova', 'skye']",3095,0.90,178.1,0.87,68%,118.2,0.63,0.23,0.08,0.09,24%,17%
1288,Waken,CLS,"['omen', 'viper', 'astra']",643,0.90,179.9,0.88,70%,115.0,0.66,0.32,0.10,0.12,29%,20%
1289,Harmonee,ATNR,"['viper', 'breach', 'kayo']",3180,0.90,175.3,0.86,68%,118.1,0.60,0.28,0.07,0.09,25%,17%
1290,WhiteDjango,(+1),"['raze', 'sova', 'killjoy']",354,0.90,181.1,0.80,64%,118.9,0.60,0.22,0.04,0.06,26%,17%
1291,Skittles,Kaho,"['viper', 'sova', 'fade']",332,0.90,165.8,0.75,67%,115.6,0.56,0.38,0.05,0.08,23%,9%
1292,ja2,LUN,"['neon', 'raze', 'jett']",1050,0.90,200.2,0.90,65%,129.4,0.71,0.19,0.15,0.17,27%,12%
1293,BADshark,EXA,"['chamber', 'killjoy', 'cypher']",283,0.90,192.8,0.86,63%,130.8,0.70,0.16,0.10,0.13,33%,15%
1294,Wintxrr,LP,"['raze', 'astra', 'omen']",312,0.90,197.3,0.92,69%,131.9,0.71,0.25,0.08,0.09,32%,7%
1295,stranger,Wave,"['killjoy', 'breach', 'viper']",216,0.90,184.3,0.92,71%,121.2,0.66,0.23,0.08,0.08,31%,5%
1296,jonba,SZK,"['sova', 'raze', 'sage']",2882,0.90,189.7,0.87,71%,126.3,0.63,0.30,0.08,0.08,27%,13%
1297,kz,SZK,"['neon', 'jett', 'waylay']",333,0.90,211.3,0.92,65%,134.2,0.74,0.18,0.18,0.17,22%,8%
1298,NiRaRoo,NXT,"['skye', 'kayo', 'sage']",482,0.90,189.0,0.82,62%,125.5,0.65,0.26,0.07,0.07,22%,14%
1299,xikii,BAR,"['breach', 'kayo', 'sage']",262,0.90,165.9,0.92,76%,110.1,0.63,0.34,0.06,0.08,30%,19%
1300,NLaaeR,KPI,"['brimstone', 'omen', 'raze']",2089,0.90,181.2,0.88,69%,117.0,0.63,0.22,0.07,0.08,23%,13%
1301,Rain,Hogw,"['sova', 'jett', 'chamber']",412,0.90,185.9,0.88,67%,120.3,0.68,0.13,0.12,0.11,30%,10%
1302,FOLKE,LIL,"['astra', 'sova', 'skye']",705,0.90,177.9,0.83,70%,121.5,0.61,0.31,0.08,0.09,31%,14%
1303,kappi,ESC,"['jett', 'cypher', 'killjoy']",349,0.90,180.8,0.88,67%,112.3,0.63,0.21,0.06,0.10,26%,22%
1304,Rensz,S2G,"['sage', 'breach', 'astra']",558,0.90,172.6,0.85,68%,115.6,0.62,0.25,0.04,0.08,37%,18%
1305,xanti,FMG.GC,"['brimstone', 'omen', 'astra']",929,0.90,159.5,0.83,66%,100.2,0.58,0.35,0.05,0.08,29%,13%
1306,Nixerino,MRS,"['fade', 'kayo', 'sage']",517,0.90,176.1,0.88,66%,119.3,0.63,0.21,0.07,0.06,35%,9%
1307,ease,KCBS,"['omen', 'breach', 'raze']",3010,0.90,169.7,0.86,70%,111.2,0.60,0.35,0.06,0.08,26%,16%
1308,graphix,IVY,"['cypher', 'killjoy', 'viper']",281,0.90,179.5,0.70,63%,114.7,0.56,0.23,0.10,0.15,26%,
1309,Othax,WYG,"['sova', 'sage']",414,0.90,200.1,0.90,65%,128.3,0.65,0.38,0.07,0.07,22%,20%
1310,z7eus,TOG,"['jett', 'raze', 'sage']",1778,0.90,189.2,0.88,68%,125.4,0.67,0.26,0.10,0.12,27%,11%
1311,adm1k,GG,"['raze', 'sage', 'killjoy']",5161,0.90,184.1,0.86,69%,121.1,0.63,0.31,0.07,0.09,23%,15%
1312,jeyj7y,RAF,"['sova', 'jett', 'raze']",4348,0.90,182.7,0.88,72%,121.9,0.63,0.32,0.08,0.10,28%,18%
1313,Djabimbi,ORO,"['cypher', 'viper', 'killjoy']",314,0.90,185.8,0.84,67%,116.9,0.63,0.20,0.08,0.10,21%,9%
1314,putte,EK,"['brimstone', 'viper', 'sova']",958,0.90,169.2,0.84,68%,115.3,0.58,0.30,0.06,0.06,23%,9%
1315,zonixx,BIG,"['omen', 'kayo', 'raze']",676,0.90,177.1,0.91,62%,118.9,0.63,0.20,0.05,0.08,21%,17%
1316,k4nzo,FXL,"['jett', 'omen', 'chamber']",492,0.90,177.5,0.85,67%,118.7,0.63,0.25,0.08,0.10,30%,11%
1317,basya,DET,"['cypher', 'killjoy', 'viper']",1834,0.90,184.7,0.87,67%,121.7,0.64,0.18,0.09,0.09,25%,14%
1318,crytex,LDS,"['fade', 'chamber', 'gekko']",330,0.90,174.2,0.81,71%,120.7,0.58,0.36,0.06,0.08,30%,
1319,shadsi,Lil,"['sova', 'viper', 'killjoy']",311,0.90,202.4,0.89,65%,135.2,0.68,0.21,0.10,0.11,30%,11%
1320,nAked,REG,"['sova', 'sage', 'skye']",656,0.90,183.7,0.82,69%,126.1,0.62,0.28,0.09,0.09,27%,8%
1321,TayS,368,"['killjoy', 'cypher', 'breach']",549,0.90,169.0,0.78,69%,109.5,0.58,0.25,0.06,0.11,19%,6%
1322,SAFA,Rugr,"['cypher', 'raze', 'sage']",588,0.90,192.1,0.82,69%,124.3,0.63,0.25,0.09,0.12,17%,5%
1323,pietola,WIN,"['killjoy', 'cypher', 'omen']",603,0.90,178.7,0.86,69%,119.8,0.60,0.25,0.08,0.11,25%,10%
1324,SRZ,AKA,"['kayo', 'breach', 'killjoy']",488,0.90,191.8,0.90,67%,127.6,0.68,0.30,0.08,0.11,27%,11%
1325,Vorwenn,BAR,"['jett', 'raze', 'omen']",2957,0.90,181.5,0.87,71%,121.0,0.63,0.27,0.07,0.08,26%,13%
1326,daki,SKÅL,"['viper', 'chamber', 'sage']",868,0.90,181.7,0.87,65%,121.5,0.65,0.23,0.07,0.09,24%,15%
1327,beyAz,M8,"['cypher', 'sova', 'raze']",2530,0.90,170.4,0.87,72%,113.9,0.58,0.34,0.05,0.07,22%,17%
1328,sww,HG,"['omen', 'brimstone', 'astra']",626,0.90,175.1,0.83,67%,118.3,0.62,0.27,0.04,0.08,24%,9%
1329,Cahm,Cogn,"['breach', 'sova', 'jett']",336,0.89,192.7,0.89,69%,117.8,0.67,0.24,0.10,0.13,28%,9%
1330,Nexus,RZN,"['omen', 'viper']",204,0.89,172.9,0.85,74%,114.1,0.60,0.34,0.04,0.07,28%,15%
1331,Nyw,7TH,"['astra', 'killjoy', 'cypher']",332,0.89,176.2,0.87,65%,118.2,0.64,0.19,0.09,0.10,26%,8%
1332,shafiX,270,"['omen', 'sova', 'astra']",270,0.89,171.8,0.86,63%,106.3,0.64,0.17,0.07,0.07,24%,15%
1333,Xecriona,BBL.Q,"['skye', 'killjoy', 'cypher']",445,0.89,202.6,0.85,63%,138.4,0.68,0.20,0.14,0.15,22%,18%
1334,KHorror,SLT,"['killjoy', 'viper', 'omen']",431,0.89,180.5,0.88,64%,117.5,0.65,0.30,0.05,0.13,27%,15%
1335,Enki,Lost,"['viper', 'killjoy', 'yoru']",415,0.89,189.9,0.89,62%,126.2,0.67,0.16,0.10,0.14,30%,13%
1336,Zneva,NOM,"['breach', 'skye', 'kayo']",752,0.89,183.2,0.87,66%,120.2,0.65,0.21,0.08,0.08,27%,8%
1337,YukiEksde,AKQJ,"['reyna', 'killjoy', 'cypher']",281,0.89,182.2,0.83,60%,118.8,0.63,0.11,0.06,0.07,25%,12%
1338,Uncle,(+2),"['breach', 'reyna', 'raze']",473,0.89,179.7,0.87,70%,118.4,0.62,0.25,0.08,0.09,23%,15%
1339,Iroh,GS,"['phoenix', 'sage', 'jett']",1485,0.89,168.4,0.84,70%,110.7,0.59,0.32,0.06,0.06,23%,8%
1340,scarx,GG,"['phoenix', 'jett', 'breach']",1172,0.89,163.9,0.77,69%,107.1,0.57,0.22,0.08,0.11,21%,17%
1341,stamppi,(+6),"['chamber', 'sage', 'kayo']",439,0.89,175.8,0.88,64%,115.6,0.63,0.20,0.08,0.09,25%,10%
1342,Inst1nct,SM,"['brimstone', 'sova', 'sage']",408,0.89,170.4,0.81,66%,109.9,0.56,0.33,0.06,0.07,17%,6%
1343,cacan,FB,"['cypher', 'killjoy', 'sova']",2782,0.89,188.2,0.89,67%,123.3,0.66,0.20,0.10,0.11,29%,18%
1344,gurbby,MAN,"['jett', 'raze', 'tejo']",270,0.89,190.0,0.85,64%,126.6,0.65,0.16,0.11,0.09,27%,11%
1345,yorkings,GOOD,"['brimstone', 'raze', 'jett']",244,0.89,198.5,0.88,69%,121.8,0.68,0.25,0.17,0.19,24%,14%
1346,Terrox,NXT,"['sova', 'killjoy', 'cypher']",1105,0.89,177.6,0.87,65%,121.0,0.63,0.18,0.06,0.09,29%,13%
1347,KXoma,XPER,"['astra', 'breach', 'skye']",1741,0.89,162.5,0.78,69%,111.4,0.57,0.38,0.05,0.06,27%,10%
1348,Soldier,GTZ,"['raze', 'sova', 'skye']",301,0.89,188.0,0.85,65%,126.1,0.66,0.23,0.12,0.13,28%,17%
1349,vaLi,BLX,"['astra', 'omen', 'viper']",1352,0.89,168.9,0.82,73%,111.1,0.59,0.41,0.06,0.08,22%,13%
1350,KUNDIKUNDI,MOUZ,"['sova', 'omen', 'brimstone']",1035,0.89,172.0,0.81,68%,112.2,0.59,0.26,0.06,0.09,22%,15%
1351,OXMANN,FFV,"['sova', 'breach', 'cypher']",1601,0.89,181.6,0.89,67%,121.2,0.66,0.20,0.07,0.09,36%,11%
1352,Yigox,FB,"['killjoy', 'sova', 'cypher']",1167,0.89,185.6,0.90,67%,126.3,0.66,0.17,0.10,0.09,31%,13%
1353,TheAuri,VAM,"['jett', 'skye', 'sova']",1406,0.89,180.7,0.81,68%,119.3,0.60,0.30,0.09,0.11,27%,15%
1354,ORI4K,TDB,"['sova', 'killjoy', 'cypher']",512,0.89,178.8,0.85,65%,117.3,0.61,0.20,0.05,0.06,27%,9%
1355,CyderX,EF,"['sova', 'skye', 'sage']",4575,0.89,160.0,0.84,70%,110.2,0.56,0.27,0.05,0.07,30%,13%
1356,kya,DET,"['cypher', 'chamber', 'killjoy']",1228,0.89,173.2,0.87,69%,112.9,0.62,0.27,0.06,0.09,30%,17%
1357,DOOBS,Nativz,"['omen', 'sova', 'killjoy']",329,0.89,174.5,0.76,63%,126.1,0.59,0.29,0.08,0.11,26%,14%
1358,doAm,WYG,"['raze', 'breach', 'sage']",836,0.89,175.7,0.80,69%,113.7,0.60,0.24,0.05,0.08,22%,10%
1359,OzzyTK,MZP,"['viper', 'skye', 'breach']",609,0.89,187.9,0.88,67%,125.5,0.65,0.27,0.10,0.10,34%,9%
1360,Circle5,KuCy,"['sova', 'viper', 'sage']",1186,0.89,193.4,0.93,69%,127.1,0.64,0.28,0.08,0.05,20%,15%
1361,alannn,QM,"['chamber', 'skye', 'sova']",1509,0.89,183.3,0.88,67%,123.3,0.66,0.22,0.08,0.10,31%,13%
1362,jjeonda,SUPE,"['viper', 'skye', 'astra']",499,0.89,172.6,0.85,70%,110.0,0.61,0.31,0.07,0.07,19%,16%
1363,juv11,Meta,"['omen', 'astra', 'viper']",426,0.89,171.2,0.79,64%,116.2,0.63,0.23,0.06,0.10,35%,9%
1364,dothem,CHS,"['breach', 'sova', 'skye']",460,0.89,175.9,0.84,62%,116.0,0.64,0.18,0.10,0.09,35%,14%
1365,pashalime,LC,"['kayo', 'skye', 'breach']",658,0.89,187.0,0.85,68%,125.5,0.65,0.35,0.08,0.11,26%,10%
1366,BuyKO,BEE,"['sova', 'viper', 'killjoy']",216,0.89,171.3,0.74,62%,118.0,0.59,0.23,0.06,0.08,25%,6%
1367,alexRr,EP,"['raze', 'jett', 'killjoy']",1538,0.89,193.2,0.90,68%,121.7,0.65,0.24,0.12,0.12,22%,16%
1368,krytyq,TEN,"['omen', 'skye', 'breach']",2015,0.89,167.7,0.87,68%,108.8,0.60,0.27,0.05,0.08,26%,15%
1369,MORFAN,NOM,"['jett', 'sova', 'brimstone']",790,0.89,191.4,0.91,65%,124.9,0.66,0.24,0.07,0.06,21%,10%
1370,Mel,LUN,"['killjoy', 'cypher', 'reyna']",3017,0.89,175.2,0.85,70%,113.2,0.62,0.35,0.07,0.09,28%,9%
1371,logicman,BBL,"['omen', 'cypher', 'killjoy']",733,0.89,186.9,0.91,66%,121.8,0.66,0.19,0.11,0.09,30%,10%
1372,wh1sk,AREA,"['omen', 'sage', 'brimstone']",342,0.89,174.8,0.87,69%,113.9,0.63,0.29,0.07,0.10,35%,13%
1373,6ix,AGT,"['cypher', 'killjoy', 'sage']",845,0.89,185.4,0.87,62%,124.2,0.66,0.17,0.08,0.10,31%,14%
1374,vilczek,WIP,"['cypher', 'omen', 'sage']",3821,0.89,177.6,0.83,72%,115.4,0.59,0.34,0.07,0.09,23%,12%
1375,onna,XPER,"['sova', 'breach', 'gekko']",279,0.89,172.9,0.85,72%,117.3,0.61,0.31,0.05,0.06,25%,8%
1376,SouhcNi,SUP,"['killjoy', 'cypher', 'sova']",4264,0.89,177.7,0.88,69%,116.9,0.61,0.26,0.08,0.10,26%,14%
1377,Marin,MNC,"['fade', 'breach', 'sova']",853,0.89,169.7,0.81,68%,111.2,0.58,0.31,0.04,0.08,27%,12%
1378,looM,HMB,"['chamber', 'sage', 'viper']",401,0.89,156.7,0.78,71%,103.3,0.54,0.38,0.04,0.09,22%,15%
